palabra,muestras,longitud,seleccionada,motivo_exclusion,metrica_exclusion,umbral_exclusion,similar_a,similitud_fonetica,f1_preliminar
italia,247,6,no,frecuencia_insuficiente,247.0,1000.0,,,
italiana,71,8,no,frecuencia_insuficiente,71.0,1000.0,,,
italianas,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
italiano,119,8,no,frecuencia_insuficiente,119.0,1000.0,,,
italianos,42,9,no,frecuencia_insuficiente,42.0,1000.0,,,
itinerante,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
itinerario,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
itunes,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
iturbide,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
ituzaingó,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
ivan,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
ivy,5,3,no,frecuencia_insuficiente,5.0,1000.0,,,
iván,23,4,no,frecuencia_insuficiente,23.0,1000.0,,,
izamos,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
izar,9,4,no,frecuencia_insuficiente,9.0,1000.0,,,
izquierda,138,9,no,frecuencia_insuficiente,138.0,1000.0,,,
izquierdas,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
izquierdista,6,12,no,frecuencia_insuficiente,6.0,1000.0,,,
izquierdo,55,9,no,frecuencia_insuficiente,55.0,1000.0,,,
iónicos,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
jabalí,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
jabón,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
jaca,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
jacal,17,5,no,frecuencia_insuficiente,17.0,1000.0,,,
jacinto,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
jack,52,4,no,frecuencia_insuficiente,52.0,1000.0,,,
jackie,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
jackson,46,7,no,frecuencia_insuficiente,46.0,1000.0,,,
jacksonville,5,12,no,frecuencia_insuficiente,5.0,1000.0,,,
jacob,11,5,no,frecuencia_insuficiente,11.0,1000.0,,,
jacobi,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
jacobo,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
jacobs,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
jacqueline,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
jacques,24,7,no,frecuencia_insuficiente,24.0,1000.0,,,
jade,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
jae,5,3,no,frecuencia_insuficiente,5.0,1000.0,,,
jaffa,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
jagger,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
jaguar,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
jaime,45,5,no,frecuencia_insuficiente,45.0,1000.0,,,
jake,11,4,no,frecuencia_insuficiente,11.0,1000.0,,,
jakob,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
jaleo,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
jalisco,16,7,no,frecuencia_insuficiente,16.0,1000.0,,,
jalón,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
jam,11,3,no,frecuencia_insuficiente,11.0,1000.0,,,
jamaica,27,7,no,frecuencia_insuficiente,27.0,1000.0,,,
jambas,2,6,no,frecuencia_insuficiente,2.0,1000.0,,,
james,117,5,no,frecuencia_insuficiente,117.0,1000.0,,,
jamie,9,5,no,frecuencia_insuficiente,9.0,1000.0,,,
jamás,81,5,no,frecuencia_insuficiente,81.0,1000.0,,,
jamón,11,5,no,frecuencia_insuficiente,11.0,1000.0,,,
jan,13,3,no,frecuencia_insuficiente,13.0,1000.0,,,
jana,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
jane,16,4,no,frecuencia_insuficiente,16.0,1000.0,,,
janeiro,15,7,no,frecuencia_insuficiente,15.0,1000.0,,,
janet,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
japan,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
japonesa,43,8,no,frecuencia_insuficiente,43.0,1000.0,,,
japonesas,18,9,no,frecuencia_insuficiente,18.0,1000.0,,,
japoneses,30,9,no,frecuencia_insuficiente,30.0,1000.0,,,
japón,233,5,no,frecuencia_insuficiente,233.0,1000.0,,,
jara,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
jarabe,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
jaramillo,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
jardinero,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
jardinería,12,10,no,frecuencia_insuficiente,12.0,1000.0,,,
jardines,70,8,no,frecuencia_insuficiente,70.0,1000.0,,,
jardín,160,6,no,frecuencia_insuficiente,160.0,1000.0,,,
jared,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
jarl,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
jarocho,21,7,no,frecuencia_insuficiente,21.0,1000.0,,,
jarochos,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
jason,24,5,no,frecuencia_insuficiente,24.0,1000.0,,,
jaula,10,5,no,frecuencia_insuficiente,10.0,1000.0,,,
jaume,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
java,33,4,no,frecuencia_insuficiente,33.0,1000.0,,,
javeriana,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
javier,53,6,no,frecuencia_insuficiente,53.0,1000.0,,,
javiera,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
jay,15,3,no,frecuencia_insuficiente,15.0,1000.0,,,
jazz,77,4,no,frecuencia_insuficiente,77.0,1000.0,,,
jean,45,4,no,frecuencia_insuficiente,45.0,1000.0,,,
jeanette,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
jeanne,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
jedi,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
jefa,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
jefatura,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
jefe,175,4,no,frecuencia_insuficiente,175.0,1000.0,,,
jefes,23,5,no,frecuencia_insuficiente,23.0,1000.0,,,
jeff,15,4,no,frecuencia_insuficiente,15.0,1000.0,,,
jefferson,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
jeffrey,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
jena,5,4,no,frecuencia_insuficiente,5.0,1000.0,,,
jenkins,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
jenna,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
jennifer,15,8,no,frecuencia_insuficiente,15.0,1000.0,,,
jennings,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
jenny,13,5,no,frecuencia_insuficiente,13.0,1000.0,,,
jeopardy,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
jerarquía,24,9,no,frecuencia_insuficiente,24.0,1000.0,,,
jeremy,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
jerez,11,5,no,frecuencia_insuficiente,11.0,1000.0,,,
jericho,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
jerry,15,5,no,frecuencia_insuficiente,15.0,1000.0,,,
jersey,36,6,no,frecuencia_insuficiente,36.0,1000.0,,,
jerárquico,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
jerónimo,19,8,no,frecuencia_insuficiente,19.0,1000.0,,,
jess,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
jesse,15,5,no,frecuencia_insuficiente,15.0,1000.0,,,
jessica,11,7,no,frecuencia_insuficiente,11.0,1000.0,,,
jesucristo,13,10,no,frecuencia_insuficiente,13.0,1000.0,,,
jesuita,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
jesuitas,24,8,no,frecuencia_insuficiente,24.0,1000.0,,,
jesús,114,5,no,frecuencia_insuficiente,114.0,1000.0,,,
jet,3,3,no,frecuencia_insuficiente,3.0,1000.0,,,
jiang,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
jicaras,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
jill,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
jim,23,3,no,frecuencia_insuficiente,23.0,1000.0,,,
jimmy,29,5,no,frecuencia_insuficiente,29.0,1000.0,,,
jin,15,3,no,frecuencia_insuficiente,15.0,1000.0,,,
jinete,19,6,no,frecuencia_insuficiente,19.0,1000.0,,,
jinetes,34,7,no,frecuencia_insuficiente,34.0,1000.0,,,
jing,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
jirón,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
joan,26,4,no,frecuencia_insuficiente,26.0,1000.0,,,
joaquim,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
joaquín,44,7,no,frecuencia_insuficiente,44.0,1000.0,,,
jockey,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
jodas,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
jode,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
joder,34,5,no,frecuencia_insuficiente,34.0,1000.0,,,
joderse,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
jodido,12,6,no,frecuencia_insuficiente,12.0,1000.0,,,
joe,31,3,no,frecuencia_insuficiente,31.0,1000.0,,,
joel,14,4,no,frecuencia_insuficiente,14.0,1000.0,,,
joey,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
johan,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
johann,16,6,no,frecuencia_insuficiente,16.0,1000.0,,,
johannes,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
johannesburgo,5,13,no,frecuencia_insuficiente,5.0,1000.0,,,
johansen,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
johansson,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
john,226,4,no,frecuencia_insuficiente,226.0,1000.0,,,
johnny,16,6,no,frecuencia_insuficiente,16.0,1000.0,,,
johns,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
johnson,41,7,no,frecuencia_insuficiente,41.0,1000.0,,,
johnston,10,8,no,frecuencia_insuficiente,10.0,1000.0,,,
jojo,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
jon,12,3,no,frecuencia_insuficiente,12.0,1000.0,,,
jonas,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
jonathan,20,8,no,frecuencia_insuficiente,20.0,1000.0,,,
jones,53,5,no,frecuencia_insuficiente,53.0,1000.0,,,
jong,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
joo,4,3,no,frecuencia_insuficiente,4.0,1000.0,,,
jordan,17,6,no,frecuencia_insuficiente,17.0,1000.0,,,
jordania,16,8,no,frecuencia_insuficiente,16.0,1000.0,,,
jordi,16,5,no,frecuencia_insuficiente,16.0,1000.0,,,
jordán,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
jorge,127,5,no,frecuencia_insuficiente,127.0,1000.0,,,
jornada,39,7,no,frecuencia_insuficiente,39.0,1000.0,,,
jornadas,16,8,no,frecuencia_insuficiente,16.0,1000.0,,,
jornalero,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
jose,6,4,no,frecuencia_insuficiente,6.0,1000.0,,,
josef,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
josefa,18,6,no,frecuencia_insuficiente,18.0,1000.0,,,
josefina,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
josep,18,5,no,frecuencia_insuficiente,18.0,1000.0,,,
joseph,58,6,no,frecuencia_insuficiente,58.0,1000.0,,,
josh,15,4,no,frecuencia_insuficiente,15.0,1000.0,,,
joshua,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
josé,9,4,no,frecuencia_insuficiente,9.0,1000.0,,,
josés,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
journal,10,7,no,frecuencia_insuficiente,10.0,1000.0,,,
joven,368,5,no,frecuencia_insuficiente,368.0,1000.0,,,
joy,7,3,no,frecuencia_insuficiente,7.0,1000.0,,,
joya,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
joyas,12,5,no,frecuencia_insuficiente,12.0,1000.0,,,
joyce,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
joyero,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
joyería,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
joão,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
juan,481,4,no,frecuencia_insuficiente,481.0,1000.0,,,
juana,47,5,no,frecuencia_insuficiente,47.0,1000.0,,,
juanes,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
jubilación,6,10,no,frecuencia_insuficiente,6.0,1000.0,,,
judas,10,5,no,frecuencia_insuficiente,10.0,1000.0,,,
judaísmo,15,8,no,frecuencia_insuficiente,15.0,1000.0,,,
judd,5,4,no,frecuencia_insuficiente,5.0,1000.0,,,
judea,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
judeo,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
judicatura,2,10,no,frecuencia_insuficiente,2.0,1000.0,,,
judicial,72,8,no,frecuencia_insuficiente,72.0,1000.0,,,
judiciales,23,10,no,frecuencia_insuficiente,23.0,1000.0,,,
judith,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
judy,6,4,no,frecuencia_insuficiente,6.0,1000.0,,,
judía,56,5,no,frecuencia_insuficiente,56.0,1000.0,,,
judías,11,6,no,frecuencia_insuficiente,11.0,1000.0,,,
judío,34,5,no,frecuencia_insuficiente,34.0,1000.0,,,
judíos,62,6,no,frecuencia_insuficiente,62.0,1000.0,,,
jueces,24,6,no,frecuencia_insuficiente,24.0,1000.0,,,
juega,383,5,no,frecuencia_insuficiente,383.0,1000.0,,,
juegan,24,6,no,frecuencia_insuficiente,24.0,1000.0,,,
juego,458,5,no,frecuencia_insuficiente,458.0,1000.0,,,
juegos,288,6,no,frecuencia_insuficiente,288.0,1000.0,,,
juegue,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
jueves,27,6,no,frecuencia_insuficiente,27.0,1000.0,,,
juez,65,4,no,frecuencia_insuficiente,65.0,1000.0,,,
jugaba,150,6,no,frecuencia_insuficiente,150.0,1000.0,,,
jugaban,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
jugabilidad,8,11,no,frecuencia_insuficiente,8.0,1000.0,,,
jugable,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
jugada,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
jugado,55,6,no,frecuencia_insuficiente,55.0,1000.0,,,
jugador,316,7,no,frecuencia_insuficiente,316.0,1000.0,,,
jugadora,11,8,no,frecuencia_insuficiente,11.0,1000.0,,,
jugadores,152,9,no,frecuencia_insuficiente,152.0,1000.0,,,
jugados,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
jugamos,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
jugando,66,7,no,frecuencia_insuficiente,66.0,1000.0,,,
jugar,159,5,no,frecuencia_insuficiente,159.0,1000.0,,,
jugaron,45,7,no,frecuencia_insuficiente,45.0,1000.0,,,
jugará,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
jugaría,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
jugo,19,4,no,frecuencia_insuficiente,19.0,1000.0,,,
juguete,106,7,no,frecuencia_insuficiente,106.0,1000.0,,,
juguetes,66,8,no,frecuencia_insuficiente,66.0,1000.0,,,
juguetón,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
jugándome,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
jugó,285,4,no,frecuencia_insuficiente,285.0,1000.0,,,
juicio,63,6,no,frecuencia_insuficiente,63.0,1000.0,,,
juicios,16,7,no,frecuencia_insuficiente,16.0,1000.0,,,
jujuy,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
jules,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
julia,191,5,no,frecuencia_insuficiente,191.0,1000.0,,,
julian,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
juliana,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
juliano,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
julie,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
julieta,10,7,no,frecuencia_insuficiente,10.0,1000.0,,,
juliette,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
julio,149,5,no,frecuencia_insuficiente,149.0,1000.0,,,
julius,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
julián,20,6,no,frecuencia_insuficiente,20.0,1000.0,,,
jun,6,3,no,frecuencia_insuficiente,6.0,1000.0,,,
junction,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
jung,11,4,no,frecuencia_insuficiente,11.0,1000.0,,,
jungla,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
junio,98,5,no,frecuencia_insuficiente,98.0,1000.0,,,
junior,28,6,no,frecuencia_insuficiente,28.0,1000.0,,,
juniors,32,7,no,frecuencia_insuficiente,32.0,1000.0,,,
juno,6,4,no,frecuencia_insuficiente,6.0,1000.0,,,
junquera,2,8,no,frecuencia_insuficiente,2.0,1000.0,,,
junta,97,5,no,frecuencia_insuficiente,97.0,1000.0,,,
juntaba,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
juntado,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
juntan,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
juntarnos,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
juntas,30,6,no,frecuencia_insuficiente,30.0,1000.0,,,
junto,561,5,no,frecuencia_insuficiente,561.0,1000.0,,,
juntos,240,6,no,frecuencia_insuficiente,240.0,1000.0,,,
junín,12,5,no,frecuencia_insuficiente,12.0,1000.0,,,
jura,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
jurado,51,6,no,frecuencia_insuficiente,51.0,1000.0,,,
jurados,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
juramento,13,9,no,frecuencia_insuficiente,13.0,1000.0,,,
jurando,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
jurisdiccional,2,14,no,frecuencia_insuficiente,2.0,1000.0,,,
jurisdicción,32,12,no,frecuencia_insuficiente,32.0,1000.0,,,
jurisprudencia,7,14,no,frecuencia_insuficiente,7.0,1000.0,,,
jurista,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
juristas,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
juro,28,4,no,frecuencia_insuficiente,28.0,1000.0,,,
jurásico,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
jurídica,21,8,no,frecuencia_insuficiente,21.0,1000.0,,,
jurídicas,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
jurídico,14,8,no,frecuencia_insuficiente,14.0,1000.0,,,
jurídicos,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
juró,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
just,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
justa,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
justamente,11,10,no,frecuencia_insuficiente,11.0,1000.0,,,
justas,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
justicia,94,8,no,frecuencia_insuficiente,94.0,1000.0,,,
justicialista,1,13,no,frecuencia_insuficiente,1.0,1000.0,,,
justifica,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
justificación,2,13,no,frecuencia_insuficiente,2.0,1000.0,,,
justificar,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
justin,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
justiniano,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
justo,87,5,no,frecuencia_insuficiente,87.0,1000.0,,,
justos,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
juvenil,64,7,no,frecuencia_insuficiente,64.0,1000.0,,,
juveniles,56,9,no,frecuencia_insuficiente,56.0,1000.0,,,
juventud,146,8,no,frecuencia_insuficiente,146.0,1000.0,,,
juventudes,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
juventus,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
juzgado,26,7,no,frecuencia_insuficiente,26.0,1000.0,,,
juzgados,9,8,no,frecuencia_insuficiente,9.0,1000.0,,,
juzgar,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
juzgué,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
juárez,20,6,no,frecuencia_insuficiente,20.0,1000.0,,,
jónico,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
jóvenes,186,7,no,frecuencia_insuficiente,186.0,1000.0,,,
júbilo,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
júcar,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
júnior,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
júpiter,17,7,no,frecuencia_insuficiente,17.0,1000.0,,,
kagoshima,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
kahn,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
kai,7,3,no,frecuencia_insuficiente,7.0,1000.0,,,
kama,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
kan,6,3,no,frecuencia_insuficiente,6.0,1000.0,,,
kana,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
kane,14,4,no,frecuencia_insuficiente,14.0,1000.0,,,
kang,9,4,no,frecuencia_insuficiente,9.0,1000.0,,,
kanji,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
kansas,26,6,no,frecuencia_insuficiente,26.0,1000.0,,,
kappa,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
kara,10,4,no,frecuencia_insuficiente,10.0,1000.0,,,
karate,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
karen,16,5,no,frecuencia_insuficiente,16.0,1000.0,,,
karina,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
karl,23,4,no,frecuencia_insuficiente,23.0,1000.0,,,
karma,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
karting,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
kassel,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
kate,15,4,no,frecuencia_insuficiente,15.0,1000.0,,,
katherine,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
kathryn,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
kathy,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
katy,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
kay,7,3,no,frecuencia_insuficiente,7.0,1000.0,,,
kazajistán,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
kazán,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
keane,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
keisuke,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
keith,19,5,no,frecuencia_insuficiente,19.0,1000.0,,,
keller,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
kelly,15,5,no,frecuencia_insuficiente,15.0,1000.0,,,
kelvin,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
ken,12,3,no,frecuencia_insuficiente,12.0,1000.0,,,
kendall,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
kenia,56,5,no,frecuencia_insuficiente,56.0,1000.0,,,
kennedy,23,7,no,frecuencia_insuficiente,23.0,1000.0,,,
kenneth,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
kenny,9,5,no,frecuencia_insuficiente,9.0,1000.0,,,
kent,13,4,no,frecuencia_insuficiente,13.0,1000.0,,,
kentucky,10,8,no,frecuencia_insuficiente,10.0,1000.0,,,
kepler,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
kerrang,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
kerry,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
kevin,30,5,no,frecuencia_insuficiente,30.0,1000.0,,,
kew,5,3,no,frecuencia_insuficiente,5.0,1000.0,,,
key,10,3,no,frecuencia_insuficiente,10.0,1000.0,,,
keynes,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
khan,14,4,no,frecuencia_insuficiente,14.0,1000.0,,,
kick,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
kid,7,3,no,frecuencia_insuficiente,7.0,1000.0,,,
kids,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
kiel,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
kiev,14,4,no,frecuencia_insuficiente,14.0,1000.0,,,
kilos,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
kilómetro,16,9,no,frecuencia_insuficiente,16.0,1000.0,,,
kilómetros,59,10,no,frecuencia_insuficiente,59.0,1000.0,,,
kim,31,3,no,frecuencia_insuficiente,31.0,1000.0,,,
kimmel,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
kimura,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
king,64,4,no,frecuencia_insuficiente,64.0,1000.0,,,
kings,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
kingston,9,8,no,frecuencia_insuficiente,9.0,1000.0,,,
kioto,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
kirby,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
kirchner,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
kirguistán,6,10,no,frecuencia_insuficiente,6.0,1000.0,,,
kirk,12,4,no,frecuencia_insuficiente,12.0,1000.0,,,
kiss,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
kits,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
kitty,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
kiwi,14,4,no,frecuencia_insuficiente,14.0,1000.0,,,
klaus,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
kleenex,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
klein,11,5,no,frecuencia_insuficiente,11.0,1000.0,,,
knight,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
know,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
kobayashi,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
koch,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
kojima,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
konami,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
kong,45,4,no,frecuencia_insuficiente,45.0,1000.0,,,
kosovo,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
krai,5,4,no,frecuencia_insuficiente,5.0,1000.0,,,
kramer,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
krasnodar,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
kremlin,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
kris,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
kristen,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
krupp,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
kubrick,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
kubán,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
kuma,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
kun,3,3,no,frecuencia_insuficiente,3.0,1000.0,,,
kung,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
kurda,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
kurdistán,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
kurt,10,4,no,frecuencia_insuficiente,10.0,1000.0,,,
kuwait,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
