palabra,muestras,longitud_chars,suficiente
modestos,8,8,no
modifica,8,8,no
molesto,8,7,no
molucas,8,7,no
monarcas,8,8,no
mongoles,8,8,no
mont,8,4,no
montpellier,8,11,no
montículo,8,9,no
monumentales,8,12,no
mordedor,8,8,no
morisco,8,7,no
morning,8,7,no
mortadelo,8,9,no
mosquito,8,8,no
moss,8,4,no
motivó,8,6,no
moto,8,4,no
movediza,8,8,no
mudaron,8,7,no
mudas,8,5,no
mudemos,8,7,no
muerde,8,6,no
muero,8,5,no
mueva,8,5,no
mundana,8,7,no
muérdago,8,8,no
mágicos,8,7,no
médanos,8,7,no
mínimas,8,7,no
mítico,8,6,no
mónaco,8,6,no
nacho,8,5,no
nadan,8,5,no
naipes,8,6,no
napolitano,8,10,no
naranjo,8,7,no
narciso,8,7,no
narrada,8,7,no
nasal,8,5,no
nassau,8,6,no
natalie,8,7,no
nathan,8,6,no
nebraska,8,8,no
neceser,8,7,no
necoxtla,8,8,no
negrazo,8,7,no
neolítico,8,9,no
nerviosa,8,8,no
nerón,8,5,no
neumáticos,8,10,no
nevadas,8,7,no
newcastle,8,9,no
newman,8,6,no
next,8,4,no
nicho,8,5,no
nicholas,8,8,no
ninfas,8,6,no
nodo,8,4,no
nominados,8,9,no
nora,8,4,no
normandía,8,9,no
norton,8,6,no
nostalgia,8,9,no
notre,8,5,no
novato,8,6,no
nucleares,8,9,no
nupcial,8,7,no
nuria,8,5,no
nutrición,8,9,no
nómada,8,6,no
núm,8,3,no
núremberg,8,9,no
oak,8,3,no
oakland,8,7,no
obediencia,8,10,no
obligaron,8,9,no
obstáculo,8,9,no
obtención,8,9,no
ocasionales,8,11,no
ochoa,8,5,no
ocio,8,4,no
ocultar,8,7,no
ocultos,8,7,no
offs,8,4,no
oigo,8,4,no
olivares,8,8,no
olvidada,8,8,no
omega,8,5,no
opcional,8,8,no
open,8,4,no
operó,8,5,no
opone,8,5,no
oponente,8,8,no
oponentes,8,9,no
opositor,8,8,no
optimista,8,9,no
oratoria,8,8,no
oratorio,8,8,no
orbitales,8,9,no
ordenada,8,8,no
ordenadores,8,11,no
orfebrería,8,10,no
organizaba,8,10,no
orgullosa,8,9,no
orientadas,8,10,no
orientados,8,10,no
origina,8,7,no
oriundo,8,7,no
ortodoxos,8,9,no
oslo,8,4,no
osorio,8,6,no
ostenta,8,7,no
ostentó,8,7,no
otón,8,4,no
ovadas,8,6,no
ovidio,8,6,no
ovino,8,5,no
ovoide,8,6,no
oyen,8,4,no
oyó,8,3,no
pacific,8,7,no
padece,8,6,no
pagados,8,7,no
pagando,8,7,no
pagano,8,6,no
page,8,4,no
paisajista,8,10,no
pala,8,4,no
paladar,8,7,no
palanca,8,7,no
palencia,8,8,no
palenque,8,8,no
palmer,8,6,no
palmeras,8,8,no
palomitas,8,9,no
palpitante,8,10,no
pampa,8,5,no
pantanosos,8,10,no
paquetes,8,8,no
paracaídas,8,10,no
paraguaya,8,9,no
parajes,8,7,no
paramount,8,9,no
parciales,8,9,no
pardas,8,6,no
parecióme,8,9,no
parodias,8,8,no
parrilla,8,8,no
parroquiales,8,12,no
parten,8,6,no
participaba,8,11,no
participaciones,8,15,no
partimos,8,8,no
party,8,5,no
partícula,8,9,no
pascal,8,6,no
pascua,8,6,no
pases,8,5,no
pasillo,8,7,no
pasito,8,6,no
pasto,8,5,no
patología,8,9,no
patriotas,8,9,no
patrocinado,8,11,no
patrulla,8,8,no
paulatinamente,8,14,no
paysandú,8,8,no
peatonal,8,8,no
pedanía,8,7,no
pegan,8,5,no
peine,8,5,no
peligros,8,8,no
peligrosos,8,10,no
pene,8,4,no
peninsular,8,10,no
penitencia,8,10,no
percibe,8,7,no
perdonar,8,8,no
peregrino,8,9,no
perejil,8,7,no
perfección,8,10,no
performance,8,11,no
perianto,8,8,no
perito,8,6,no
periódicas,8,10,no
perlas,8,6,no
peronista,8,9,no
perpetuo,8,8,no
perseguir,8,9,no
perspectivas,8,12,no
pesadillas,8,10,no
pescar,8,6,no
pesquero,8,8,no
pestañas,8,8,no
peste,8,5,no
peón,8,4,no
piamonte,8,8,no
picante,8,7,no
picaresco,8,9,no
picasso,8,7,no
pietro,8,6,no
pilas,8,5,no
pimientos,8,9,no
pinchazo,8,8,no
pinocho,8,7,no
piojos,8,6,no
pirata,8,6,no
pis,8,3,no
planean,8,7,no
planear,8,7,no
planeó,8,6,no
plantar,8,7,no
planteó,8,7,no
plasma,8,6,no
plateadas,8,9,no
platense,8,8,no
plinio,8,6,no
plus,8,4,no
plutarco,8,8,no
plástica,8,8,no
plásticos,8,9,no
plátano,8,7,no
plática,8,7,no
podrás,8,6,no
podéis,8,6,no
pompeyo,8,7,no
ponemos,8,7,no
pongas,8,6,no
pont,8,4,no
pontificio,8,10,no
porche,8,6,no
porciones,8,9,no
porfirio,8,8,no
poros,8,5,no
postales,8,8,no
potenciales,8,11,no
potentes,8,8,no
practicando,8,11,no
prats,8,5,no
precauciones,8,12,no
precedente,8,10,no
precipicio,8,10,no
precipitación,8,13,no
predadores,8,10,no
predicador,8,10,no
predicar,8,8,no
predio,8,6,no
predominantemente,8,17,no
predominantes,8,13,no
preferente,8,10,no
preferentemente,8,15,no
preferidos,8,10,no
prefirió,8,8,no
preguntar,8,9,no
pregunté,8,8,no
prehistoria,8,11,no
preliminar,8,10,no
prematuramente,8,14,no
premiada,8,8,no
prenda,8,6,no
preparando,8,10,no
prepare,8,7,no
presbítero,8,10,no
preservar,8,9,no
presidenciales,8,14,no
presiones,8,9,no
prestar,8,7,no
prestigiosos,8,12,no
previas,8,7,no
primitivas,8,10,no
primordial,8,10,no
prisma,8,6,no
probado,8,7,no
probando,8,8,no
probó,8,5,no
proclama,8,8,no
progenitores,8,12,no
prohíbe,8,7,no
project,8,7,no
prolongada,8,10,no
promesas,8,8,no
prometiendo,8,11,no
prometiste,8,10,no
pronunciación,8,13,no
pronunciado,8,11,no
pronunció,8,9,no
protagonizar,8,12,no
protocolos,8,10,no
proximidades,8,12,no
proyectado,8,10,no
psicológica,8,11,no
psicóloga,8,9,no
psiquiatría,8,11,no
pubescentes,8,11,no
publicaba,8,9,no
publicista,8,10,no
publicitario,8,12,no
publishing,8,10,no
pulso,8,5,no
puno,8,4,no
puntaje,8,7,no
pureza,8,6,no
puta,8,4,no
páez,8,4,no
párrafo,8,7,no
quebrada,8,8,no
quebradas,8,9,no
quemados,8,8,no
quemarropa,8,10,no
quentin,8,7,no
queramos,8,8,no
quieto,8,6,no
quirúrgica,8,10,no
químicamente,8,12,no
rabo,8,4,no
rachas,8,6,no
racimo,8,6,no
radica,8,6,no
radiodifusión,8,13,no
ramificados,8,11,no
rancagua,8,8,no
raptor,8,6,no
raven,8,5,no
reactor,8,7,no
reactores,8,9,no
rebocillo,8,9,no
rechazados,8,10,no
recibes,8,7,no
recibidas,8,9,no
recibidos,8,9,no
recibo,8,6,no
recitales,8,9,no
reclamada,8,9,no
recogido,8,8,no
recogidos,8,9,no
recomiendo,8,10,no
reconocieron,8,12,no
reconquista,8,11,no
recordarlo,8,10,no
rectas,8,6,no
recuento,8,8,no
recupere,8,8,no
recurre,8,7,no
redactó,8,7,no
reelección,8,10,no
reemplazados,8,12,no
refectorio,8,10,no
referentes,8,10,no
referirse,8,9,no
reflejos,8,8,no
reforzado,8,9,no
refuerzo,8,8,no
refugios,8,8,no
regente,8,7,no
registradas,8,11,no
registran,8,9,no
reid,8,4,no
relacionó,8,9,no
relativas,8,9,no
relativos,8,9,no
reluciente,8,10,no
remite,8,6,no
remodelación,8,12,no
remodelado,8,10,no
renault,8,7,no
reparando,8,9,no
repercusiones,8,13,no
repetidamente,8,13,no
repetidos,8,9,no
reportó,8,7,no
reproducirse,8,12,no
requerimientos,8,14,no
requería,8,8,no
requisito,8,9,no
resalta,8,7,no
rescata,8,7,no
reservados,8,10,no
respiratorio,8,12,no
retoma,8,6,no
retórica,8,8,no
rev,8,3,no
reynolds,8,8,no
richmond,8,8,no
riga,8,4,no
ripoll,8,6,no
ritos,8,5,no
robado,8,6,no
robledo,8,7,no
rococó,8,6,no
rodillas,8,8,no
rogers,8,6,no
roll,8,4,no
romanticismo,8,12,no
romeo,8,5,no
rosalía,8,7,no
rudolf,8,6,no
ruidos,8,6,no
rumana,8,6,no
rígida,8,6,no
rígidas,8,7,no
rítmica,8,7,no
sabia,8,5,no
sabores,8,7,no
sahara,8,6,no
saludo,8,6,no
salvación,8,9,no
salvadoreño,8,11,no
salían,8,6,no
sancho,8,6,no
sangrado,8,8,no
sangrientas,8,11,no
sanidad,8,7,no
sanitaria,8,9,no
santísima,8,9,no
santísimo,8,9,no
saqueada,8,8,no
sarajevo,8,8,no
satisfacción,8,12,no
sauce,8,5,no
saudí,8,5,no
saxofón,8,7,no
secuelas,8,8,no
secuestros,8,10,no
seguidos,8,8,no
seguiremos,8,10,no
seleccionada,8,12,no
seleccionados,8,13,no
semicircular,8,12,no
senadora,8,8,no
sencillamente,8,13,no
sencillas,8,9,no
senda,8,5,no
sendos,8,6,no
senos,8,5,no
sensorial,8,9,no
sensual,8,7,no
sentados,8,8,no
sepulcro,8,8,no
sepultura,8,9,no
serbio,8,6,no
serbios,8,7,no
serra,8,5,no
servían,8,7,no
seven,8,5,no
severos,8,7,no
señalización,8,12,no
sgt,8,3,no
shakira,8,7,no
shanghai,8,8,no
she,8,3,no
shin,8,4,no
silvia,8,6,no
silvio,8,6,no
simbolismo,8,10,no
similitudes,8,11,no
sinfonías,8,9,no
sirenas,8,7,no
sirio,8,5,no
sitges,8,6,no
snake,8,5,no
snow,8,4,no
sobrinos,8,8,no
solano,8,6,no
soleado,8,7,no
soler,8,5,no
solicitar,8,9,no
soltamos,8,8,no
solís,8,5,no
sonriente,8,9,no
sonrisas,8,8,no
soo,8,3,no
soportes,8,8,no
sordos,8,6,no
sorteo,8,6,no
sostener,8,8,no
sostenía,8,8,no
sotobosque,8,10,no
station,8,7,no
stein,8,5,no
stokes,8,6,no
stones,8,6,no
store,8,5,no
suavemente,8,10,no
sublevación,8,11,no
sucedieron,8,10,no
sucesores,8,9,no
sueldo,8,6,no
sufijo,8,6,no
sufragio,8,8,no
sufren,8,6,no
sugerencia,8,10,no
suicida,8,7,no
sumaron,8,7,no
suministros,8,11,no
summer,8,6,no
superstición,8,12,no
supervisión,8,11,no
supervisor,8,10,no
suplemento,8,10,no
supongamos,8,10,no
surcos,8,6,no
suspirante,8,10,no
sustituir,8,9,no
sutil,8,5,no
suzuki,8,6,no
swing,8,5,no
síntoma,8,7,no
sísmica,8,7,no
tabasco,8,7,no
taiwan,8,6,no
talca,8,5,no
tallada,8,7,no
tambores,8,8,no
tang,8,4,no
tanga,8,5,no
tangos,8,6,no
tanque,8,6,no
tapices,8,7,no
taquilla,8,8,no
taquillas,8,9,no
tardes,8,6,no
tarifas,8,7,no
taxis,8,5,no
taza,8,4,no
tazón,8,5,no
techumbre,8,9,no
teen,8,4,no
tegucigalpa,8,11,no
telemundo,8,9,no
telescopios,8,11,no
tendré,8,6,no
tequil,8,6,no
terceras,8,8,no
terminaba,8,9,no
terminación,8,11,no
terminando,8,10,no
terrorismo,8,10,no
terrorista,8,10,no
terroristas,8,11,no
there,8,5,no
this,8,4,no
three,8,5,no
timor,8,5,no
tipógrafo,8,9,no
tiramos,8,7,no
tiras,8,5,no
tocaban,8,7,no
tokugawa,8,8,no
toldos,8,6,no
tomo,8,4,no
topo,8,4,no
tornaba,8,7,no
torpe,8,5,no
tortugas,8,8,no
torturado,8,9,no
tos,8,3,no
trabajaría,8,10,no
tractor,8,7,no
tramas,8,6,no
trance,8,6,no
transepto,8,9,no
transformaciones,8,16,no
transformado,8,12,no
transmisor,8,10,no
transmitir,8,10,no
transparencia,8,13,no
tranvías,8,8,no
trazas,8,6,no
trazo,8,5,no
trepadoras,8,10,no
tributario,8,10,no
tributo,8,7,no
tripulantes,8,11,no
triunfantes,8,11,no
triunfó,8,7,no
trompeta,8,8,no
trucha,8,6,no
truchas,8,7,no
truco,8,5,no
trucos,8,6,no
trágico,8,7,no
tuberculosis,8,12,no
tubular,8,7,no
tubulares,8,9,no
tulio,8,5,no
tumor,8,5,no
turnos,8,6,no
tuvimos,8,7,no
tuyo,8,4,no
tácticas,8,8,no
tíbet,8,5,no
tímida,8,6,no
tímido,8,6,no
tóxicos,8,7,no
ubicaba,8,7,no
ubicaciones,8,11,no
ucraniana,8,9,no
ultravioleta,8,12,no
unificado,8,9,no
unitarios,8,9,no
uranio,8,6,no
urgentemente,8,12,no
urquiza,8,7,no
usual,8,5,no
vado,8,4,no
valen,8,5,no
valorado,8,8,no
vanessa,8,7,no
var,8,3,no
varas,8,5,no
vascos,8,6,no
vaticano,8,8,no
veintisiete,8,11,no
velada,8,6,no
velo,8,4,no
velozmente,8,10,no
vendas,8,6,no
vendidas,8,8,no
vendrán,8,7,no
venerada,8,8,no
venidas,8,7,no
ventanales,8,10,no
verbal,8,6,no
verdosas,8,8,no
verdugo,8,7,no
veros,8,5,no
versátil,8,8,no
vibración,8,9,no
victoriosos,8,11,no
videoclips,8,10,no
villarreal,8,10,no
ville,8,5,no
vincula,8,7,no
viola,8,5,no
violentamente,8,13,no
visitada,8,8,no
visualmente,8,11,no
vitalidad,8,9,no
viviente,8,8,no
vladímir,8,8,no
vogue,8,5,no
volaban,8,7,no
volga,8,5,no
volverse,8,8,no
volvióse,8,8,no
votantes,8,8,no
votó,8,4,no
vuestro,8,7,no
válida,8,6,no
vísperas,8,8,no
waldo,8,5,no
wanderers,8,9,no
wars,8,4,no
watanabe,8,8,no
water,8,5,no
webster,8,7,no
wellington,8,10,no
when,8,4,no
why,8,3,no
wolfgang,8,8,no
wonder,8,6,no
wong,8,4,no
wrestling,8,9,no
xander,8,6,no
yakarta,8,7,no
yerba,8,5,no
yerra,8,5,no
yeso,8,4,no
yolanda,8,7,no
youth,8,5,no
zacatecas,8,9,no
zapata,8,6,no
zapatero,8,8,no
zar,8,3,no
zhang,8,5,no
zoología,8,8,no
ágil,8,4,no
ártico,8,6,no
áspero,8,6,no
ávido,8,5,no
época,8,5,no
íntimamente,8,11,no
íntimo,8,6,no
aaron,7,5,no
abandonados,7,11,no
abatido,7,7,no
abdominal,7,9,no
abdul,7,5,no
abeja,7,5,no
aberturas,7,9,no
abofeteara,7,10,no
aborda,7,6,no
abordando,7,9,no
abrazos,7,7,no
abreviatura,7,11,no
abrirlo,7,7,no
abrían,7,6,no
absorbido,7,9,no
abstracta,7,9,no
absuelto,7,8,no
acabada,7,7,no
acabados,7,8,no
acabará,7,7,no
acampada,7,8,no
acceden,7,7,no
accesibles,7,10,no
accidentalmente,7,15,no
aceituna,7,8,no
acevedo,7,7,no
aclamación,7,10,no
aclamado,7,8,no
acompañaron,7,11,no
acordaron,7,9,no
acordeón,7,8,no
acoso,7,5,no
acosta,7,6,no
acostumbra,7,10,no
acre,7,4,no
acreditada,7,10,no
actas,7,5,no
actitudes,7,9,no
activación,7,10,no
acuarela,7,8,no
acuarios,7,8,no
acusa,7,5,no
acusada,7,7,no
acuática,7,8,no
acuático,7,8,no
adaptaciones,7,12,no
adelanto,7,8,no
adelantóse,7,10,no
adicto,7,6,no
adinerada,7,9,no
adjudicó,7,8,no
administrativas,7,15,no
admirador,7,9,no
admirar,7,7,no
admite,7,6,no
adopción,7,8,no
adoptada,7,8,no
adoptivo,7,8,no
adrián,7,6,no
adscrito,7,8,no
aeronáutica,7,11,no
afección,7,8,no
aficionada,7,10,no
afirmaba,7,8,no
afirmar,7,7,no
agilidad,7,8,no
agregaron,7,9,no
agresión,7,8,no
agujas,7,6,no
ahogas,7,6,no
ahorcado,7,8,no
ahorro,7,6,no
ajos,7,4,no
alambre,7,7,no
alameda,7,7,no
alargados,7,9,no
alazano,7,7,no
albahaca,7,8,no
albergan,7,8,no
albergó,7,7,no
album,7,5,no
alcaldesa,7,9,no
alcanzaba,7,9,no
alcohólica,7,10,no
aleación,7,8,no
aleatorio,7,9,no
alegrías,7,8,no
aleja,7,5,no
alejo,7,5,no
alejé,7,5,no
alentó,7,6,no
alfarería,7,9,no
algeciras,7,9,no
ali,7,3,no
alias,7,5,no
alienígena,7,10,no
alimentar,7,9,no
alimentaria,7,11,no
allan,7,5,no
allison,7,7,no
almacenan,7,9,no
almacenar,7,9,no
almeida,7,7,no
almenas,7,7,no
almohadas,7,9,no
alpha,7,5,no
alpino,7,6,no
alquiler,7,8,no
alquileres,7,10,no
altavoz,7,7,no
altera,7,6,no
alteración,7,10,no
alternativos,7,12,no
alternó,7,7,no
altiplano,7,9,no
amarillentos,7,12,no
ambulante,7,9,no
amistoso,7,8,no
amoroso,7,7,no
amurallada,7,10,no
amy,7,3,no
analiza,7,7,no
anarquismo,7,10,no
anarquía,7,8,no
ancestro,7,8,no
ancestros,7,9,no
ancla,7,5,no
andaluces,7,9,no
andreas,7,7,no
android,7,7,no
anglo,7,5,no
anima,7,5,no
animado,7,7,no
animador,7,8,no
anoche,7,6,no
anotar,7,6,no
antecedente,7,11,no
anteras,7,7,no
apariencias,7,11,no
apartó,7,6,no
apical,7,6,no
aplastados,7,10,no
apocalipsis,7,11,no
apodada,7,7,no
apoyaba,7,7,no
apoyada,7,7,no
apoyando,7,8,no
apoyos,7,6,no
aprecia,7,7,no
apreciada,7,9,no
aprovechamiento,7,15,no
aproximada,7,10,no
apta,7,4,no
aptitudes,7,9,no
aquenio,7,7,no
aquenios,7,8,no
arango,7,6,no
arbóreos,7,8,no
ardientes,7,9,no
arenosa,7,7,no
arenoso,7,7,no
aria,7,4,no
aromáticas,7,10,no
arquivoltas,7,11,no
arranca,7,7,no
arrastrados,7,11,no
arreglado,7,9,no
arroja,7,6,no
artefacto,7,9,no
artesanales,7,11,no
artesanías,7,10,no
articulista,7,11,no
artigas,7,7,no
artífice,7,8,no
artísticamente,7,14,no
aruba,7,5,no
arzobispado,7,11,no
asaltos,7,7,no
asentarse,7,9,no
asesinos,7,8,no
ashley,7,6,no
asigna,7,6,no
asignación,7,10,no
asignados,7,9,no
asignatura,7,10,no
asiria,7,6,no
asombro,7,7,no
assam,7,5,no
astronautas,7,11,no
asustarse,7,9,no
asustas,7,7,no
asís,7,4,no
atacando,7,8,no
atacante,7,8,no
atacantes,7,9,no
atardecer,7,9,no
ataúd,7,5,no
atender,7,7,no
atendiendo,7,10,no
atenea,7,6,no
atrapa,7,6,no
atravesó,7,8,no
atraviesan,7,10,no
atraía,7,6,no
atómica,7,7,no
atómico,7,7,no
aulas,7,5,no
aumentaba,7,9,no
australianos,7,12,no
austriaca,7,9,no
automovilismo,7,13,no
autorizada,7,10,no
avanzaban,7,9,no
avanzados,7,9,no
avanzaron,7,9,no
aventureros,7,11,no
axilas,7,6,no
ayudarnos,7,9,no
ayuno,7,5,no
ayuntamientos,7,13,no
azafatas,7,8,no
azufre,7,6,no
añadidos,7,8,no
añadiendo,7,9,no
babilonia,7,9,no
bacteria,7,8,no
bailey,7,6,no
bajad,7,5,no
bajamos,7,7,no
bakú,7,4,no
baldwin,7,7,no
balsa,7,5,no
baltasar,7,8,no
bandeja,7,7,no
bandidos,7,8,no
bangkok,7,7,no
banquete,7,8,no
banquillo,7,9,no
barahona,7,8,no
barajar,7,7,no
barbados,7,8,no
bariloche,7,9,no
baronía,7,7,no
barqueros,7,9,no
barranco,7,8,no
barrancos,7,9,no
barrocos,7,8,no
basaba,7,6,no
basalto,7,7,no
basamento,7,9,no
bass,7,4,no
bastardo,7,8,no
bastián,7,7,no
bastón,7,6,no
bateador,7,8,no
bautismal,7,9,no
bautizada,7,9,no
bañera,7,6,no
beaumont,7,8,no
beberé,7,6,no
bebía,7,5,no
becker,7,6,no
belfast,7,7,no
belfort,7,7,no
belmonte,7,8,no
benavides,7,9,no
bengala,7,7,no
bennett,7,7,no
benín,7,5,no
benítez,7,7,no
besé,7,4,no
bianchi,7,7,no
bici,7,4,no
bienales,7,8,no
bigotes,7,7,no
bimbo,7,5,no
binario,7,7,no
bioquímica,7,10,no
bits,7,4,no
blandos,7,7,no
blanquecinas,7,12,no
blood,7,5,no
boceto,7,6,no
bodegones,7,9,no
bolígrafo,7,9,no
bonaparte,7,9,no
bondad,7,6,no
bordea,7,6,no
borja,7,5,no
borracho,7,8,no
bosco,7,5,no
boscosas,7,8,no
boss,7,4,no
bota,7,4,no
botes,7,5,no
boyd,7,4,no
braga,7,5,no
brasilia,7,8,no
brava,7,5,no
bremen,7,6,no
bretón,7,6,no
bridas,7,6,no
brigadas,7,8,no
brigadier,7,9,no
brindó,7,6,no
bronx,7,5,no
bueyes,7,6,no
bulbos,7,6,no
burguesa,7,8,no
burke,7,5,no
buscarlos,7,9,no
buscaron,7,8,no
busco,7,5,no
busqué,7,6,no
bíblicos,7,8,no
búlgara,7,7,no
búsquedas,7,9,no
cabaret,7,7,no
caducas,7,7,no
caeremos,7,8,no
cage,7,4,no
cago,7,4,no
calamares,7,9,no
calambre,7,8,no
caldas,7,6,no
calefacción,7,11,no
calienta,7,8,no
califa,7,6,no
calificada,7,10,no
caligrafía,7,10,no
callejón,7,8,no
callo,7,5,no
camacho,7,7,no
camagüey,7,8,no
camilla,7,7,no
caminaban,7,9,no
camisetas,7,9,no
camp,7,4,no
campamentos,7,11,no
campeaba,7,8,no
campesinas,7,10,no
camping,7,7,no
canario,7,7,no
cancela,7,7,no
cangrejo,7,8,no
canon,7,5,no
cante,7,5,no
cantes,7,6,no
cantábrica,7,10,no
canónica,7,8,no
caparazón,7,9,no
caperucita,7,10,no
caprichos,7,9,no
carabobo,7,8,no
caracterizada,7,13,no
cardenales,7,10,no
cardíaca,7,8,no
carecer,7,7,no
carente,7,7,no
carlo,7,5,no
carlota,7,7,no
carnet,7,6,no
caroline,7,8,no
cartuja,7,7,no
carón,7,5,no
casablanca,7,10,no
casanova,7,8,no
caseros,7,7,no
castigos,7,8,no
casting,7,7,no
castle,7,6,no
catalizador,7,11,no
causada,7,7,no
cautividad,7,10,no
cautivo,7,7,no
cavendish,7,9,no
cavidades,7,9,no
cazado,7,6,no
caí,7,3,no
ceder,7,5,no
ceguera,7,7,no
celebraba,7,9,no
celebraban,7,10,no
celebrada,7,9,no
celebridades,7,12,no
celtas,7,6,no
celtics,7,7,no
cemetery,7,8,no
cenas,7,5,no
centenario,7,10,no
centraron,7,9,no
cercó,7,5,no
cerebrales,7,10,no
ceremonial,7,10,no
cerezo,7,6,no
cerrando,7,8,no
cerrojo,7,7,no
certificación,7,13,no
certámenes,7,10,no
cervera,7,7,no
cerámicas,7,9,no
cerámicos,7,9,no
cespitosa,7,9,no
cetro,7,5,no
chapa,7,5,no
charcos,7,7,no
chase,7,5,no
checoslovaquia,7,14,no
chelsea,7,7,no
chevrolet,7,9,no
chillán,7,7,no
chistes,7,7,no
christine,7,9,no
chubut,7,6,no
chulo,7,5,no
cielos,7,6,no
cigarrillos,7,11,no
cigarro,7,7,no
cimientos,7,9,no
cinematográfico,7,15,no
cintura,7,7,no
circundante,7,11,no
cisne,7,5,no
citados,7,7,no
clarke,7,6,no
clarín,7,6,no
clasificaciones,7,15,no
clavándome,7,10,no
clemente,7,8,no
coahuila,7,8,no
codificación,7,12,no
cogen,7,5,no
cogido,7,6,no
cogió,7,5,no
coinciden,7,9,no
col,7,3,no
colaboradora,7,12,no
colaboran,7,9,no
colaboraron,7,11,no
colapso,7,7,no
colas,7,5,no
colectividad,7,12,no
colocadas,7,9,no
colorante,7,9,no
comandancia,7,11,no
comandantes,7,11,no
combatientes,7,12,no
combinar,7,8,no
combinó,7,7,no
combustibles,7,12,no
comendador,7,10,no
comenta,7,7,no
comentado,7,9,no
comenzaban,7,10,no
comenzaría,7,10,no
comerse,7,7,no
comes,7,5,no
cometer,7,7,no
commons,7,7,no
compactos,7,9,no
compadecido,7,11,no
compagina,7,9,no
competitivo,7,11,no
completaron,7,11,no
complot,7,7,no
comportamientos,7,15,no
compre,7,6,no
comprenden,7,10,no
comprendido,7,11,no
compres,7,7,no
compresión,7,10,no
comprobar,7,9,no
compromisos,7,11,no
comunitario,7,11,no
concebida,7,9,no
concedida,7,9,no
concedido,7,9,no
concesiones,7,11,no
concretó,7,8,no
condal,7,6,no
conectar,7,8,no
conectividad,7,12,no
confiable,7,9,no
configuraciones,7,15,no
confirmación,7,12,no
confirmados,7,11,no
confluencia,7,11,no
confunde,7,8,no
confundido,7,10,no
congelado,7,9,no
congelados,7,10,no
conglomerado,7,12,no
congresista,7,11,no
conjunción,7,10,no
consecuentemente,7,16,no
consentimiento,7,14,no
conservadores,7,13,no
conservaron,7,11,no
constan,7,7,no
constanza,7,9,no
consultar,7,9,no
consumida,7,9,no
contaban,7,8,no
contadas,7,8,no
contagio,7,8,no
contenían,7,9,no
contesté,7,8,no
continuará,7,10,no
continuos,7,9,no
contramaestre,7,13,no
contrata,7,8,no
contratada,7,10,no
contratar,7,9,no
contrataron,7,11,no
contribuido,7,11,no
convencer,7,9,no
conventos,7,9,no
convertidos,7,11,no
convertirlo,7,11,no
convivencia,7,11,no
convulsiones,7,12,no
cooperativo,7,11,no
cordón,7,6,no
coreana,7,7,no
coreanos,7,8,no
cornelio,7,8,no
correas,7,7,no
correlación,7,11,no
correspondió,7,12,no
cortinas,7,8,no
cosacos,7,7,no
costeros,7,8,no
costumbrista,7,12,no
council,7,7,no
cox,7,3,no
cracovia,7,8,no
creadas,7,7,no
creativas,7,9,no
creative,7,8,no
creatividad,7,11,no
crecía,7,6,no
cricket,7,7,no
criollas,7,8,no
croquetas,7,9,no
crucificado,7,11,no
crujiente,7,9,no
cruzando,7,8,no
cruzó,7,5,no
cuadernos,7,9,no
cualidad,7,8,no
cuarteles,7,9,no
cubriendo,7,9,no
cuestionada,7,11,no
cuide,7,5,no
cuitado,7,7,no
culminó,7,7,no
culpables,7,9,no
cum,7,3,no
cumaná,7,6,no
cupo,7,4,no
curas,7,5,no
cursa,7,5,no
curtis,7,6,no
curvo,7,5,no
cálida,7,6,no
cárceles,7,8,no
césar,7,5,no
cítricos,7,8,no
cóndor,7,6,no
cúspide,7,7,no
daddy,7,5,no
daily,7,5,no
dalí,7,4,no
damián,7,6,no
daneses,7,7,no
dará,7,4,no
darío,7,5,no
davidson,7,8,no
deba,7,4,no
debida,7,6,no
decapitado,7,10,no
deceso,7,6,no
decirme,7,7,no
declararse,7,10,no
decorar,7,7,no
dedicar,7,7,no
defensivas,7,10,no
deficiente,7,10,no
deformación,7,11,no
dejaban,7,7,no
dejad,7,5,no
dejarse,7,7,no
delanteros,7,10,no
delimitada,7,10,no
delimitado,7,10,no
demolición,7,10,no
demonios,7,8,no
demos,7,5,no
demostraciones,7,14,no
demostrando,7,11,no
denominarse,7,11,no
dentado,7,7,no
denunciar,7,9,no
dependientes,7,12,no
depositados,7,11,no
depuesto,7,8,no
derivó,7,6,no
derrotaron,7,10,no
desacuerdos,7,11,no
desagradable,7,12,no
desapareciendo,7,14,no
desata,7,6,no
desató,7,6,no
descalzos,7,9,no
descendía,7,9,no
describieron,7,12,no
desdeñosa,7,9,no
desdén,7,6,no
deseada,7,7,no
desesperación,7,13,no
desesperada,7,11,no
desgaste,7,8,no
desgraciados,7,12,no
desigualdad,7,11,no
desnudas,7,8,no
despecho,7,8,no
despensa,7,8,no
despertador,7,11,no
despertando,7,11,no
desplazarse,7,11,no
despliegue,7,10,no
desprecio,7,9,no
destacaba,7,9,no
destacables,7,11,no
destierro,7,9,no
destruyen,7,9,no
detallada,7,9,no
detección,7,9,no
deteriorada,7,11,no
deterioro,7,9,no
determinan,7,10,no
diamond,7,7,no
diarias,7,7,no
dickens,7,7,no
dictador,7,8,no
dictar,7,6,no
dictó,7,5,no
diferenciación,7,14,no
digimon,7,7,no
digna,7,5,no
dilema,7,6,no
dinamo,7,6,no
